pose_id,session_id,recorded_at_utc,yaw_deg,pitch_deg,roll_deg,yaw_raw_deg,yaw0_deg,yaw_stddev_deg,pitch_stddev_deg,roll_stddev_deg,imu_samples,magnetic_samples,S1_Bx_raw_mT,S1_By_raw_mT,S1_Bz_raw_mT,S2_Bx_raw_mT,S2_By_raw_mT,S2_Bz_raw_mT,S1_Bx_stddev_mT,S1_By_stddev_mT,S1_Bz_stddev_mT,S2_Bx_stddev_mT,S2_By_stddev_mT,S2_Bz_stddev_mT,S1_Bx_corrected_mT,S1_By_corrected_mT,S1_Bz_corrected_mT,S2_Bx_corrected_mT,S2_By_corrected_mT,S2_Bz_corrected_mT
78,cal-20260717T104800Z,2026-07-17T11:03:42.908258+00:00,-60.249210,5.209757,10.617172,-59.923593,0.325617,0.005511,0.002959,0.004599,210,32,-1.568000,-1.191312,0.453250,-0.713562,3.555563,-1.228063,0.124460,0.143231,0.110623,0.093914,0.083432,0.102585,-1.511854,-1.268641,0.495870,-0.792167,3.486146,-1.202542
79,cal-20260717T104800Z,2026-07-17T11:04:35.528589+00:00,60.429243,5.794407,5.610976,60.754860,0.325617,0.001916,0.003304,0.001682,210,32,1.344437,-1.356688,0.597187,-1.589438,-2.646000,1.206625,0.149838,0.093501,0.115041,0.118687,0.093137,0.097802,1.400583,-1.434016,0.639807,-1.668042,-2.715417,1.232146
80,cal-20260717T104800Z,2026-07-17T11:04:44.214242+00:00,50.762912,5.806446,5.608986,51.088529,0.325617,0.033991,0.014569,0.025914,210,32,1.111687,-1.736438,0.738063,-1.926313,-1.978375,0.952438,0.115713,0.111971,0.102585,0.095143,0.076470,0.083432,1.167833,-1.813766,0.780682,-2.004917,-2.047792,0.977958
81,cal-20260717T104800Z,2026-07-17T11:04:52.529518+00:00,40.343869,5.778443,5.638483,40.669486,0.325617,0.030870,0.011668,0.009372,218,32,0.918750,-2.064125,0.903438,-2.192750,-1.160688,0.710500,0.098787,0.140673,0.123797,0.113389,0.079145,0.078715,0.974896,-2.141453,0.946057,-2.271354,-1.230104,0.736021
82,cal-20260717T104800Z,2026-07-17T11:04:59.697939+00:00,30.573614,5.715006,5.721442,30.899231,0.325617,0.004304,0.012247,0.003834,217,32,0.719688,-2.367313,1.007562,-2.367313,-0.349125,0.413438,0.098345,0.122223,0.136871,0.119661,0.102444,0.101827,0.775833,-2.444641,1.050182,-2.445917,-0.418542,0.438958
83,cal-20260717T104800Z,2026-07-17T11:05:06.532765+00:00,20.271555,5.613703,5.786047,20.597172,0.325617,0.001735,0.017609,0.005338,211,32,0.465500,-2.575563,1.148438,-2.443875,0.499188,0.104125,0.131716,0.122540,0.114704,0.113900,0.106657,0.078469,0.521646,-2.652891,1.191057,-2.522479,0.429771,0.129646
84,cal-20260717T104800Z,2026-07-17T11:05:13.190173+00:00,10.187673,5.566673,5.887339,10.513290,0.325617,0.001214,0.013660,0.002250,218,32,0.186812,-2.698063,1.130062,-2.413250,1.295438,-0.192938,0.100680,0.153413,0.111277,0.107786,0.073566,0.094735,0.242958,-2.775391,1.172682,-2.491854,1.226021,-0.167417
85,cal-20260717T104800Z,2026-07-17T11:05:37.932316+00:00,-0.394367,5.121222,5.633282,-0.068750,0.325617,0.001045,0.006992,0.003000,211,32,-0.104125,-2.869563,1.200500,-2.214187,2.131500,-0.560438,0.113900,0.119985,0.121946,0.082028,0.099568,0.093914,-0.047979,-2.946891,1.243120,-2.292792,2.062083,-0.534917
86,cal-20260717T104800Z,2026-07-17T11:05:44.326412+00:00,-9.830869,5.086062,5.752020,-9.505252,0.325617,0.004058,0.008569,0.004183,210,32,-0.395062,-2.848125,1.209688,-1.981437,2.670500,-0.762563,0.130498,0.153319,0.120949,0.092250,0.089749,0.092250,-0.338917,-2.925453,1.252307,-2.060042,2.601083,-0.737042
87,cal-20260717T104800Z,2026-07-17T11:05:50.598053+00:00,-20.615035,5.074302,5.873624,-20.289418,0.325617,0.031552,0.015799,0.009492,214,32,-0.682937,-2.725625,1.157625,-1.699688,3.243187,-0.992250,0.139671,0.132741,0.109744,0.088391,0.112316,0.107786,-0.626792,-2.802953,1.200245,-1.778292,3.173771,-0.966729
88,cal-20260717T104800Z,2026-07-17T11:05:57.931470+00:00,-30.194209,5.082249,5.939977,-29.868592,0.325617,0.002008,0.016646,0.010870,217,32,-0.934063,-2.548000,1.087187,-1.387312,3.610688,-1.157625,0.121906,0.082558,0.148017,0.114366,0.122223,0.097802,-0.877917,-2.625328,1.129807,-1.465917,3.541271,-1.132104
89,cal-20260717T104800Z,2026-07-17T11:06:05.200201+00:00,-40.453091,5.144981,6.001988,-40.127474,0.325617,0.027143,0.014984,0.012066,211,32,-1.209688,-2.198875,0.964688,-1.047375,3.880187,-1.289313,0.128404,0.136197,0.143231,0.091247,0.116380,0.114366,-1.153542,-2.276203,1.007307,-1.125979,3.810771,-1.263792
90,cal-20260717T104800Z,2026-07-17T11:06:12.288194+00:00,-50.829308,5.174105,6.062884,-50.503691,0.325617,0.005181,0.008307,0.012443,218,32,-1.433250,-1.831375,0.793188,-0.710500,4.039438,-1.399563,0.123836,0.115252,0.125351,0.105608,0.095549,0.079633,-1.377104,-1.908703,0.835807,-0.789104,3.970021,-1.374042
91,cal-20260717T104800Z,2026-07-17T11:06:27.480052+00:00,-60.355349,5.527222,5.058551,-60.029732,0.325617,0.005682,0.005393,0.010693,218,32,-1.598625,-1.463875,0.655375,-0.303187,4.220125,-1.500625,0.141770,0.133903,0.123052,0.100680,0.124304,0.067885,-1.542479,-1.541203,0.697995,-0.381792,4.150708,-1.475104
92,cal-20260717T104800Z,2026-07-17T11:08:26.805515+00:00,60.316924,5.257709,0.526611,60.642541,0.325617,0.005384,0.009011,0.010578,210,32,1.662937,-1.387312,0.581875,-2.137625,-2.529625,1.090250,0.120628,0.149579,0.111146,0.084183,0.097802,0.113389,1.719083,-1.464641,0.624495,-2.216229,-2.599042,1.115771
